type	id	lat	long
division	Grand Est	48.691466999999996	5.566495
division	Grand Canary Islands	27.9202	-15.5474
division	Grand Princess	37.579905	-123.67313
division	Graubünden	46.709551	9.606902999999999
division	Greater Accra	5.7616190000000005	0.040546
division	Grimbergen	50.942962	4.3756639999999996
division	Guangdong	23.615762	114.48325700000001
division	Guayas	-1.9575	-79.9193
division	Gujarat	22.2587	71.1924
division	Gyeonggi	37.397957	127.38086399999999
division	Halland	56.964727	12.796906
division	Hangzhou	30.2741	120.1551
division	Hasselt	50.925346999999995	5.311394
division	Hauts de France	49.934396	2.783002
division	Havelange	50.359744	5.246544999999999
division	Hawaii	19.8968	-155.5828
division	Hawali	29.3378	48.0235
division	Helden	51.32323	6.012457
division	Helsinki	60.1698848	24.9384991
division	Hemiksem	51.143514	4.3398959999999995
division	Henan	33.817629	113.690243
division	Henri-chapelle	50.665958	5.932616
division	Herent	50.91021	4.644197
division	Herselt	51.048722999999995	4.879674
division	Herstal	50.680399	5.606845
division	Herve	50.647665	5.7945720000000005
division	Holsbeek	50.9211	4.757
division	Ho Chi Minh City	10.790417	106.653985
division	Hoegaarden	50.7743	4.8927
division	Hong Kong	22.3964	114.1095
division	Honnelles	50.350747	3.714603
division	Houthalen-Helchteren	51.0312	5.3765
division	Hubei	31.095477000000002	112.676644
division	Huldenberg	50.7886	4.5881
division	Idaho	43.810421000000005	-114.351215
division	Ile De France	48.724751	2.4915220000000002
division	Illinois	40.088552	-89.30187600000001
division	Indiana	40.2672	-86.1349
division	Iowa	41.878	-93.0977
division	Iran	34.5732	51.876000000000005
division	Ireland	52.865	-7.979
division	Ishikawa	36.570184999999995	136.732454
division	Istanbul	41.0082	28.9784
division	Italy	43.382775	12.183629
division	Japan	35.685359999999996	139.75309
division	Jiangsu	33.077760999999995	119.825116
division	Jiangxi	27.458972999999997	115.535326
division	Kalmthout	51.383	4.4752
division	Kanagawa	35.403801	139.294288
division	Kansai	34.778675	135.880055
division	Kansas	39.0119	-98.4842
division	Kanto	36.167777	139.170466
division	Karaman	37.165058	33.294127
division	Karnataka	15.3173	75.7139
division	Kastamonu	41.550202	33.742886
division	Kasterlee	51.2405	4.9674
division	Kathmandu	27.712907	85.323557
division	Kaulile	51.1872	5.5257
division	Kayseri	38.7205	35.4826
division	Keelung	25.1276	121.7392
division	Kerala	10.359825	76.39955
division	Kessel-Lo	50.8851	4.7357
division	Khabarovsk Region	50.5888	135.0
division	Khyber Pakhtunkhwa	33.696621	72.636031
division	Kinshasa	-4.2978	15.2962
division	Kochi	33.518628	133.505674
division	Knokke-Heist	51.331501	3.3088260000000003
division	Kocaeli	40.886367	29.905212
division	Komen	45.8175	13.7483
division	Konya	37.859743	32.495438
division	Kosice	48.7164	21.2611
division	Kostoliste	48.4467	16.9868
division	Kraainem	50.8611	4.4593
division	Krasnodar Region	45.6415	39.7056
division	Krasnoyarsk Region	64.248	95.1104
division	Kuala Lumpur	3.139	101.6869
division	Kuwait	29.452987	47.447194
division	KwaZulu-Natal	-28.704797999999997	30.693005
division	Kyoto	35.007542	135.76845500000002
division	La Louviere	50.469989	4.158129
division	La Rioja	42.2871	-2.5396
division	Lagos	6.54252	3.286661
division	Lanaken	50.884429	5.634002
division	Lapland	67.700017	26.273752
division	Lasne	50.679575	4.463992
division	Lazio	41.994328	12.622686
division	Leuven	50.8798	4.7005
division	Liège	50.6326	5.5797
division	Lima	-11.971424	-77.070229
division	Limburg	51.230477	5.9567440000000005
division	Limerick	52.662234999999995	-8.627564999999999
division	Linter	50.818098	5.042221
division	Lipetsk Region	52.5265	39.2032
division	Lisbon	38.7223	-9.1393
division	Lombardy	45.4791	9.8452
division	Louisiana	30.9843	-91.9623
division	Louth	53.9508	-6.5406
division	Lubbeek	50.880093	4.821901
division	Lucerne	47.0502	8.3093
division	Lummen	50.995515999999995	5.181081
division	Luxembourg	49.755428	6.119486
division	Madrid	40.4168	-3.7038
division	Malopolskie	49.7225	20.2503
division	Manitoba	55.18287900000001	-97.823531
division	Marche	43.374025	13.161012
division	Martin	49.0617	18.919
division	Maryland	39.0458	-76.6413
division	Massachusetts	42.340740999999994	-71.998513
division	Mbour	14.427132	-16.966573999999998
division	Medellin	6.2486	-75.5742
division	Melbourne	-37.8136	144.9631
division	Merelbeke	50.9945	3.7456
division	Mexico City	19.404497	-99.143041
division	Michigan	45.021203	-84.762273
division	Minas Gerais	-18.35789	-44.411895
division	Minnesota	46.126042	-94.61958100000001
division	Missouri	37.9643	-91.8318
division	Mons	50.445439	3.962794
division	Montevideo	-34.823827	-56.211799
division	Montigny-le-Tilleul	50.374916999999996	4.371814
division	Moscow	55.7558	37.6173
division	Moscow Region	55.3404	38.2918
division	Mouscron	50.738645	3.23861
division	Munich	48.144746999999995	11.561739
division	Namur	50.457215000000005	4.879493
division	NanChang	28.6829	115.8582
division	Nara	34.371026	135.88738899999998
division	Nebraska	41.4925	-99.9018
division	Netherlands	52.1326	5.2913
division	Nevada	38.8026	-116.4194
division	Nevele	51.0343	3.5474
division	Nevsehir	38.767303999999996	34.698996
division	New Brunswick	46.57077	-66.30819100000001
division	New Jersey	40.0583	-74.4057
division	New Hampshire	43.1939	-71.5724
division	New South Wales	-32.68843	146.228414
division	New Taipei City	25.017	121.4628
division	Newfoundland and Labrador	53.655784	-61.203723
division	Nieuwerkerken	50.882290999999995	5.20403
division	Nonthaburi	13.852510999999998	100.522791
division	Normandie	48.8799	0.1713
division	Normandie	49.05581	0.060987
division	Norrbotten	66.936364	20.341728
division	North Brabant	51.4827	5.2322
division	North Carolina	35.7596	-79.0193
division	North Holland	52.5206	4.7885
division	North Rhine Westphalia	51.44	7.705
division	Northern Territory	-19.4914	132.551
division	Northern Ireland	54.60219	-6.687146
division	Nottinghamshire	53.134733999999995	-0.989052
division	Nova Scotia	44.879119	-64.020314
division	Novosibirsk Region	55.4467	80.1044
division	Oevel	51.1387	4.9043
division	Ohio	40.199215	-82.825637
division	Omsk Region	55.0555	73.3167
division	Ontario	44.428999999999995	-79.377
division	Oostrozebeke	50.931551	3.338685
division	Orebro lan	59.378174	14.948348000000001
division	Oregon	43.8041	-120.5542
division	Orenburg Region	51.7634	54.6188
division	Osaka	34.648720000000004	135.525013
division	Oslo	59.903687	10.7497
division	Ostergotland	58.402269	15.748012
division	Otago	-45.412319000000004	169.855268
division	Oudergem	50.812905	4.435779
division	Overijssel	52.436273	6.463628
division	Panama City	8.98333	-79.5166
division	Pays de la Loire	47.640237	-0.647258
division	Pelt	51.210014	5.4205190000000005
division	Pennsylvania	41.2033	-77.1945
division	Perm Region	58.017793999999995	56.311057999999996
division	Pichincha	-0.1465	-78.4752
division	Pomorskie	54.2944	18.1531
division	Portugal	39.540459999999996	-8.174700999999999
division	Primorskiy Region	45.0526	135.0
division	Pskov Region	56.7709	29.094
division	Puebla	19.0414	-98.2063
division	Prague	50.0755	14.4378
division	Prince Edward Island	46.344935	-63.405688
division	Quangning	21.214760000000002	107.25151399999999
division	Quaregnon	50.437973	3.859235
division	Queretaro	20.5888	-100.3899
division	Queensland	-23.094025	144.192275
division	Quevy	50.368752	3.945724
division	Quito	-0.18126	-78.4599
division	Ramat Gan	32.0684	34.8248
division	Ravels	51.416526	5.022319
division	Red River Delta	21.010949	105.786621
division	Republic of Buryatia	54.8331	112.4061
division	Republic of Crymea	45.3453	34.4997
division	Republic of Kabardino-Balkaria	43.3932	43.5628
division	Republic of Sakha	66.7613	124.1238
division	Republic of Tatarstan	55.1802	50.7264
division	Reykjavik	64.1445	-21.9418
division	Rhode Island	41.5801	-71.4774
division	Riemst	50.805092	5.5897120000000005
division	Rio de Janeiro	-22.89445	-43.2099
division	Rio Grande do Sul	-29.615543	-53.220125
division	Rixensart	50.7156	4.531
division	Riyadh	23.197563	45.243845
division	Rome	41.9028	12.4964
division	Ronse	50.745878999999995	3.607614
division	Saint-Ghislain	50.483208000000005	3.8024150000000003
division	Saint-Petersburg	59.88208	30.3308
division	Saint-Saulve	50.374815999999996	3.5698550000000004
division	Saitama	35.909903	139.659758
division	Sakarya	40.753425	30.384694
division	Sakhalin Region	50.691	142.9506
division	Samara Region	53.4184	50.4726
division	Santa Catarina	-27.15767	-49.888560999999996
division	Santiago	-33.383303999999995	-70.53062299999999
division	Sao Paulo	-23.59806	-46.660537
division	Saskatchewan	53.934278000000006	-106.16006000000002
division	Schwyz	47.055398	8.73645
division	Scotland	56.41585799999999	-4.090641000000001
division	Selangor	3.0738	101.5183
division	Seoul	37.548278	126.990916
division	Seraing	50.591687	5.516066
division	Schoten	51.2498	4.4977
division	Shandong	36.298013	118.19388400000001
division	Shanghai	31.171446999999997	121.429896
division	Sichuan	30.709228999999997	102.693949
division	Sihanoukville	10.616351	103.51227800000001
division	Siirt	37.911394	42.115165999999995
division	Silly	50.638827	3.943396
division	Singapore	1.3441889999999999	103.86754599999999
division	Sint-Agatha-Berchem	50.863918	4.294079
division	Sint-Genesius-Rode	50.743666999999995	4.371971
division	Sint-Gillis-Waas	51.226622	4.118297
division	Sint-Niklaas	51.1559	4.1544
division	Sint-Pieters-Woluwe	50.83	4.4335
division	Sint-Truiden	50.810338	5.1926440000000005
division	Småland	57.528293999999995	14.463823999999999
division	Soignies	50.565241	4.035806
division	Sormland	59.061156999999994	16.697407000000002
division	Soumagne	50.636363	5.733485
division	South Carolina	33.8361	-81.1637
division	South Holland	52.006053	4.485728
division	South Korea	36.609249	127.91793200000001
division	South Yorkshire	53.4697	-1.326
division	Spain	40.4637	-3.7492
division	St-Louis	16.0326	-16.4818
division	Stekene	51.214088000000004	4.030857
division	Stockholm	59.33266999999999	18.061849
division	Sud Kivu	-3.223156	28.386665
division	Sverdlovsk Region	59.0077	61.9316
division	Switzerland	46.8182	8.2275
division	Taipei	25.002029999999998	121.51868799999998
division	Taiwan	23.8169	121.031365
division	Talca	-35.462909	-71.37096
division	Taoyuan	24.9936	121.301
division	Tatarstan	56.130014	53.37118100000001
division	Tbilisi	41.733699	44.818487
division	Teramo	42.6611	13.6987
division	Tervuren	50.820725	4.52387
division	Texas	31.146867999999998	-99.18875799999999
division	Thanh Hoa	20.026365	105.439044
division	Theux	50.518906	5.814748000000001
division	Thies	14.791	-16.9359
division	Ticino	46.345334	8.774813
division	Tielt-Winge	50.922676	4.892596
division	Tienen	50.80466	4.937784
division	Tilburg	51.567213	5.047957
division	Tipperary	52.4738	-8.1619
division	Tokyo	35.683440999999995	139.766131
division	Touba	14.856713000000001	-15.87911
division	Tournai	50.615852000000004	3.4008220000000002
division	Tubize	50.687041	4.193544999999999
division	Tver Region	57.0022	33.9853
division	UK	54.234125	-2.078794
division	Ukkel	50.78985	4.3602419999999995
division	United Kingdom	54.242833	-2.088739
division	USA	38.916963	-98.891372
division	Usti nad Labem	50.656527000000004	14.053702
division	Utah	39.4225192	-111.71435829999999
division	Utrecht	52.08532	5.1849680000000005
division	Vasterbotten	64.86361099999999	17.7435
division	Varmland	59.894482999999994	13.209991
division	Vaud	46.619469	6.472479
division	Veneto	45.4415	12.3153
division	Victoria	-37.121673	144.106178
division	Vienna	48.2082	16.3738
division	Vilvoorde	50.932484	4.429885
division	Vinhphuc	21.348702	105.548594
division	Virginia	37.926868	-78.024902
division	Vorst	50.8134	4.3248
division	Waasmunster	51.1182	4.080492
division	Wales	52.306084999999996	-3.621944
division	Walloon Brabant	50.661007	4.566076
division	Wanze	50.549453	5.196784
division	Waterloo	50.710994	4.406944
division	Watermaal-Bosvoorde	50.793185	4.423301
division	Washington	47.183945	-119.95036100000002
division	Wellington	-41.273449	174.85763400000002
division	Wervik	50.807707	3.052349
division	West Coast Region	13.2229	16.582
division	Western Australia	-27.055937	122.236663
division	Wevelgem	50.832135	3.174228
division	Wicklow	52.9808	-6.0446
division	Wisconsin	44.535145	-89.527762
division	Wyoming	43.076	-107.2903
division	Yunnan	24.556297	101.36621
division	Zhejiang	29.22571	120.299125
division	Zielonogorskie	52.2275	15.2559
division	Zinnik	50.567422	4.040613
division	Zolder	50.9905	5.258
division	Zonhoven	50.9871	5.3672
division	Zoutleeuw	50.836614000000004	5.107761
division	Zurich	47.441241999999995	8.641154
division	Africa	4.070194	21.824559
division	Asia	30.451097999999998	86.654576
division	Europe	49.646237	10.799453999999999
division	North America	28.2367447	-97.738017
division	Oceania	-25.0562891	152.008576
division	South America	-13.083583	-58.470721
country	Argentina	-37.052315	-64.86914200000001
country	Asia	30.451097999999998	86.654576
country	Austria	47.5162	14.5501
country	Croatia	45.1	15.2
country	Denmark	56.2639	9.5018
country	Democratic Republic of the Congo	-4.0383	21.7587
country	Ecuador	-1.0541	-78.1489
country	Egypt	26.8206	30.8025
country	England	52.3555	-1.1743
country	Georgia	41.989378	43.597463
country	Ghana	7.811417	-1.089272
country	Iceland	64.90614000000001	-18.4826
country	Iran	34.5732	51.876000000000005
country	Israel	31.217736	34.903129
country	Luxembourg	49.755428	6.119486
country	Norway	61.3109	8.73701
country	Panama	8.98333	-79.5166
country	Peru	-9.650468	-75.328211
country	Philippines	11.383086	123.52186200000001
country	Sri Lanka	7.8731	80.7718
country	Turkey	39.046746	36.767068
country	Africa	4.070194	21.824559
country	Europe	49.646237	10.799453999999999
country	North America	28.2367447	-97.738017
country	Oceania	-25.0562891	152.008576
country	South America	-13.083583	-58.470721
country	inde	20.593684	78.96288
country	états-unis	37.09024	-95.712891
country	dominique	15.414999	-61.370976
country	rép. dominicaine	18.735692999999998	-70.162651
country	suisse	46.818188	8.227511999999999
country	royaume-uni	55.378051	-3.435973
country	cuba	21.521757	-77.78116700000001
country	Cuba	21.521757	-77.78116700000001
country	australie	-25.274398	133.775136
country	puerto rico	18.220833	-66.590149
country	émirat arabes unis	23.424076	53.847818000000004
country	martinique	14.641528	-61.024174
country	guadeloupe	16.995971	-62.067641
country	mexique	23.634501	-102.552784
country	costa rica	9.748917	-83.753428
country	colombie	4.570868	-74.297333
country	jamaìque	18.109581	-77.297508
country	cameroun	7.369722	12.354722
country	thailande	15.870032	100.992541
country	afrique du sud	-30.559482	22.937506
country	haiti	18.971187	-72.28521500000001
country	iles vierges (é-u)	18.335765	-64.896335
country	guatemala	15.783470999999999	-90.23075899999999
country	nouvelle-zélande	-40.900557	174.88597099999998
country	indonésie	-0.789275	113.921327
country	aruba	12.52111	-69.968338
country	pologne	51.919438	19.145135999999997
country	republique tchèque	49.817492	15.472961999999999
country	iles turques-caiques	21.694025	-71.797928
country	zimbabwe	-19.015438	29.154857
country	jordanie	30.585164000000002	36.238414
country	argentine	-38.416097	-63.616671999999994
country	sénégal	14.497401000000002	-14.452361999999999
country	iraq	33.223191	43.679291
country	algerie	28.033886	1.6596259999999998
country	maroc	31.791702	-7.09262
country	cambodge	12.565679	104.990963
country	Canada	61.066692	-107.991707
country	Aargau	47.420629	8.172097
country	Aatalunya	41.670376	1.657348
country	Abruzzo	42.192	13.7289
country	Afyon	38.752653	30.553660999999998
country	Aichi	35.067543	137.33406100000002
country	Aksaray	38.44611	33.878215999999995
country	Alagoas	-9.74863	-36.417626
country	Alken	50.877283	5.289834
country	Amazonas State	-5.423668	-64.567836
country	Andalusia	37.5443	-4.7278
country	Andel	51.7851	5.0549
country	Andenne	50.487207	5.056619
country	Anderlecht	50.829058	4.29586
country	Anhui	31.754331	117.211441
country	Ankara	39.949377	32.854735999999995
country	Antioquia	6.709191000000001	-75.484721
country	Antwerp	51.225698	4.420885
country	Arizona	34.220707	-111.65746200000001
country	Asse	50.9094	4.2005
country	Ath	50.646122	3.7703629999999997
country	Athens	37.987832	23.726319
country	Auckland	-36.8314	174.7606
country	Austria	47.5162	14.5501
country	Auvergne Rhone Alpes	45.126511	5.4807239999999995
country	Auvergne-Rhône-Alpes	45.4471	4.3853
country	Baden-Wuerttemberg	48.712618	9.134030000000001
country	Bahia	-12.5797	-41.7007
country	Balikesir	39.650196	27.88958
country	Bangkok	13.798471	100.590834
country	Baranya	46.0485	18.2719
country	Barcelona	41.394769000000004	2.173828
country	Basel	47.559197999999995	7.59064
country	Basel-Stadt	47.557238	7.5956660000000005
country	Basque Country	42.9896	-2.6189
country	Bavaria	48.1382614	11.5845093
country	Beersel	50.7669	4.3085
country	Beijing	40.07132	116.406908
country	Belgium	50.707735	4.677726
country	Beringen	51.064161999999996	5.224601
country	Berloz	50.703886	5.2021120000000005
country	Bern	46.855135	7.570549000000001
country	Bierbeek	50.836502	4.771272
country	Blegny	50.676412	5.704848999999999
country	Blida	36.483290000000004	2.808751
country	Bogota	4.6293370000000005	-74.095588
country	Bonheiden	51.01931	4.568699
country	Boufarik	36.577090000000005	2.9141369999999998
country	Bourgogne-France-Comté	47.2805	4.9994
country	Boussu	50.425366	3.7976919999999996
country	Boutersem	50.833781	4.839596
country	Braine-l alleud	50.667307	4.358179
country	Bratislava	48.1486	17.1077
country	Bree	51.138202	5.631876999999999
country	Bretagne	48.202	2.9326
country	British Columbia	54.01098199999999	-124.74518300000001
country	Brussels	50.8503	4.3517
country	Budapest	47.482728	19.084269
country	Buryat Republic	52.311710999999995	108.91673200000001
country	California	36.357039	-119.69018200000001
country	Canakkale	40.030844	26.733769
country	Canary Islands	28.2916	-16.6291
country	Castel di Sangro	41.784	14.108
country	Castilla La Mancha	39.2796	-3.0977
country	Castilla Y León	41.8357	-4.3976
country	Castilla y Leon	41.8357	-4.3976
country	Catalunya	41.834815	1.606414
country	Central Hungary	47.360008	19.252798000000002
country	Centre-Val de Loire	47.481221000000005	1.698793
country	Chaineux	50.6317	5.8344
country	Charleroi	50.418039	4.440646
country	Chechen Republic	43.4023	45.7187
country	Chelyabinsk Region	54.4319	60.8789
country	Chiba	35.463961	140.223882
country	Chihuahua	28.633	-106.0691
country	China	33.394333	104.689839
country	Chongqing	29.858721000000003	107.375623
country	Chungcheongnam	36.685947999999996	126.799198
country	Comunitat Valenciana	39.336999999999996	-0.354
country	Colfontaine	50.40777	3.8462370000000004
country	Connecticut	41.678117	-72.66977299999999
country	Copenhagen	55.6761	12.5683
country	Cork	51.895348999999996	-8.474381
country	Courcelles	50.469378000000006	4.34449
country	Couthuin	50.5315	5.1225
country	Couvin	50.035063	4.485139
country	Croatia	45.1	15.2
country	Dakar	14.725966	-17.46181
country	Dalhem	50.71948	5.758129
country	Deinze	50.9875	3.5236
country	Dendermonde	51.032573	4.099329
country	Denmark	56.2639	9.5018
country	Diamond Princess	35.046935	139.419325
country	Dilbeek	50.8465	4.2621
country	District of Columbia	38.9072	-77.0369
country	Distrito Federal	-15.7998	-47.8645
country	Doha	25.270283	51.52297
country	Doornik	50.616724	3.3953290000000003
country	Drenthe	52.846963	6.608915
country	Dublin	53.3431	-6.2621910000000005
country	Duesseldorf	51.236437	6.809537
country	Ellezelles	50.7338	3.6799
country	Elsene	50.82821	4.371924
country	England	52.405994	-1.671707
country	Estado de Mexico	19.4969	-99.7233
country	Eupen	50.6292	6.0337
country	Eskisehir	39.773703000000005	30.518708
country	Espirito Santo	-19.1834	-40.3089
country	Estinnes	50.374881	4.103617
country	Etterbeek	50.833658	4.394661
country	Europe	48.684312	13.651501000000001
country	Finland	61.751734	26.186436999999998
country	Flanders	51.056536	4.254283
country	Flevoland	52.48851	5.615829
country	Florida	27.6648	-81.5158
country	Fontaine-l Eveque	50.407803	4.322526
country	Frameries	50.389738	3.883946
country	France	46.2276	2.2137
country	Friesland	53.1642	5.7818
country	Friuli Venezia Giulia	46.2259	13.1034
country	Fujian	26.284852	118.12293799999999
country	Galicia	42.5751	-8.1339
country	Ganshoren	50.873	4.3093
country	Gavleborgs lan	61.514766	16.400925
country	Gelderland	52.042091	6.01486
country	Genappe	50.603840999999996	4.4517370000000005
country	Geneva	46.216038	6.136984
country	Gent	51.041540000000005	3.6979610000000003
country	Georgia	32.1656	-82.9001
country	Geraardsbergen	50.777365	3.899454
country	Germany	51.1657	10.4515
country	Ghent	51.0543	3.7174
country	Gierle	51.2672	4.8677
country	Gilgit Baltistan	35.589113	75.614837
country	Goiais	-15.932272	-49.593573
country	Grand Est	48.691466999999996	5.566495
country	Grand Canary Islands	27.9202	-15.5474
country	Grand Princess	37.579905	-123.67313
country	Graubünden	46.709551	9.606902999999999
country	Greater Accra	5.7616190000000005	0.040546
country	Grimbergen	50.942962	4.3756639999999996
country	Guangdong	23.615762	114.48325700000001
country	Guayas	-1.9575	-79.9193
country	Gujarat	22.2587	71.1924
country	Gyeonggi	37.397957	127.38086399999999
country	Halland	56.964727	12.796906
country	Hangzhou	30.2741	120.1551
country	Hasselt	50.925346999999995	5.311394
country	Hauts de France	49.934396	2.783002
country	Havelange	50.359744	5.246544999999999
country	Hawaii	19.8968	-155.5828
country	Hawali	29.3378	48.0235
country	Helden	51.32323	6.012457
country	Helsinki	60.1698848	24.9384991
country	Hemiksem	51.143514	4.3398959999999995
country	Henan	33.817629	113.690243
country	Henri-chapelle	50.665958	5.932616
country	Herent	50.91021	4.644197
country	Herselt	51.048722999999995	4.879674
country	Herstal	50.680399	5.606845
country	Herve	50.647665	5.7945720000000005
country	Holsbeek	50.9211	4.757
country	Ho Chi Minh City	10.790417	106.653985
country	Hoegaarden	50.7743	4.8927
country	Hong Kong	22.3964	114.1095
country	Honnelles	50.350747	3.714603
country	Houthalen-Helchteren	51.0312	5.3765
country	Hubei	31.095477000000002	112.676644
country	Huldenberg	50.7886	4.5881
country	Idaho	43.810421000000005	-114.351215
country	Ile De France	48.724751	2.4915220000000002
country	Illinois	40.088552	-89.30187600000001
country	Indiana	40.2672	-86.1349
country	Iowa	41.878	-93.0977
country	Iran	34.5732	51.876000000000005
country	Ireland	52.865	-7.979
country	Ishikawa	36.570184999999995	136.732454
country	Istanbul	41.0082	28.9784
country	Italy	43.382775	12.183629
country	Japan	35.685359999999996	139.75309
country	Jiangsu	33.077760999999995	119.825116
country	Jiangxi	27.458972999999997	115.535326
country	Kalmthout	51.383	4.4752
country	Kanagawa	35.403801	139.294288
country	Kansai	34.778675	135.880055
country	Kansas	39.0119	-98.4842
country	Kanto	36.167777	139.170466
country	Karaman	37.165058	33.294127
country	Karnataka	15.3173	75.7139
country	Kastamonu	41.550202	33.742886
country	Kasterlee	51.2405	4.9674
country	Kathmandu	27.712907	85.323557
country	Kaulile	51.1872	5.5257
country	Kayseri	38.7205	35.4826
country	Keelung	25.1276	121.7392
country	Kerala	10.359825	76.39955
country	Kessel-Lo	50.8851	4.7357
country	Khabarovsk Region	50.5888	135.0
country	Khyber Pakhtunkhwa	33.696621	72.636031
country	Kinshasa	-4.2978	15.2962
country	Kochi	33.518628	133.505674
country	Knokke-Heist	51.331501	3.3088260000000003
country	Kocaeli	40.886367	29.905212
country	Komen	45.8175	13.7483
country	Konya	37.859743	32.495438
country	Kosice	48.7164	21.2611
country	Kostoliste	48.4467	16.9868
country	Kraainem	50.8611	4.4593
country	Krasnodar Region	45.6415	39.7056
country	Krasnoyarsk Region	64.248	95.1104
country	Kuala Lumpur	3.139	101.6869
country	Kuwait	29.452987	47.447194
country	KwaZulu-Natal	-28.704797999999997	30.693005
country	Kyoto	35.007542	135.76845500000002
country	La Louviere	50.469989	4.158129
country	La Rioja	42.2871	-2.5396
country	Lagos	6.54252	3.286661
country	Lanaken	50.884429	5.634002
country	Lapland	67.700017	26.273752
country	Lasne	50.679575	4.463992
country	Lazio	41.994328	12.622686
country	Leuven	50.8798	4.7005
country	Liège	50.6326	5.5797
country	Lima	-11.971424	-77.070229
country	Limburg	51.230477	5.9567440000000005
country	Limerick	52.662234999999995	-8.627564999999999
country	Linter	50.818098	5.042221
country	Lipetsk Region	52.5265	39.2032
country	Lisbon	38.7223	-9.1393
country	Lombardy	45.4791	9.8452
country	Louisiana	30.9843	-91.9623
country	Louth	53.9508	-6.5406
country	Lubbeek	50.880093	4.821901
country	Lucerne	47.0502	8.3093
country	Lummen	50.995515999999995	5.181081
country	Luxembourg	49.755428	6.119486
country	Madrid	40.4168	-3.7038
country	Malopolskie	49.7225	20.2503
country	Manitoba	55.18287900000001	-97.823531
country	Marche	43.374025	13.161012
country	Martin	49.0617	18.919
country	Maryland	39.0458	-76.6413
country	Massachusetts	42.340740999999994	-71.998513
country	Mbour	14.427132	-16.966573999999998
country	Medellin	6.2486	-75.5742
country	Melbourne	-37.8136	144.9631
country	Merelbeke	50.9945	3.7456
country	Mexico City	19.404497	-99.143041
country	Michigan	45.021203	-84.762273
country	Minas Gerais	-18.35789	-44.411895
country	Minnesota	46.126042	-94.61958100000001
country	Missouri	37.9643	-91.8318
country	Mons	50.445439	3.962794
country	Montevideo	-34.823827	-56.211799
country	Montigny-le-Tilleul	50.374916999999996	4.371814
country	Moscow	55.7558	37.6173
country	Moscow Region	55.3404	38.2918
country	Mouscron	50.738645	3.23861
country	Munich	48.144746999999995	11.561739
country	Namur	50.457215000000005	4.879493
country	NanChang	28.6829	115.8582
country	Nara	34.371026	135.88738899999998
country	Nebraska	41.4925	-99.9018
country	Netherlands	52.1326	5.2913
country	Nevada	38.8026	-116.4194
country	Nevele	51.0343	3.5474
country	Nevsehir	38.767303999999996	34.698996
country	New Brunswick	46.57077	-66.30819100000001
country	New Jersey	40.0583	-74.4057
country	New Hampshire	43.1939	-71.5724
country	New South Wales	-32.68843	146.228414
country	New Taipei City	25.017	121.4628
country	Newfoundland and Labrador	53.655784	-61.203723
country	Nieuwerkerken	50.882290999999995	5.20403
country	Nonthaburi	13.852510999999998	100.522791
country	Normandie	48.8799	0.1713
country	Normandie	49.05581	0.060987
country	Norrbotten	66.936364	20.341728
country	North Brabant	51.4827	5.2322
country	North Carolina	35.7596	-79.0193
country	North Holland	52.5206	4.7885
country	North Rhine Westphalia	51.44	7.705
country	Northern Territory	-19.4914	132.551
country	Northern Ireland	54.60219	-6.687146
country	Nottinghamshire	53.134733999999995	-0.989052
country	Nova Scotia	44.879119	-64.020314
country	Novosibirsk Region	55.4467	80.1044
country	Oevel	51.1387	4.9043
country	Ohio	40.199215	-82.825637
country	Omsk Region	55.0555	73.3167
country	Ontario	44.428999999999995	-79.377
country	Oostrozebeke	50.931551	3.338685
country	Orebro lan	59.378174	14.948348000000001
country	Oregon	43.8041	-120.5542
country	Orenburg Region	51.7634	54.6188
country	Osaka	34.648720000000004	135.525013
country	Oslo	59.903687	10.7497
country	Ostergotland	58.402269	15.748012
country	Otago	-45.412319000000004	169.855268
country	Oudergem	50.812905	4.435779
country	Overijssel	52.436273	6.463628
country	Panama City	8.98333	-79.5166
country	Pays de la Loire	47.640237	-0.647258
country	Pelt	51.210014	5.4205190000000005
country	Pennsylvania	41.2033	-77.1945
country	Perm Region	58.017793999999995	56.311057999999996
country	Pichincha	-0.1465	-78.4752
country	Pomorskie	54.2944	18.1531
country	Portugal	39.540459999999996	-8.174700999999999
country	Primorskiy Region	45.0526	135.0
country	Pskov Region	56.7709	29.094
country	Puebla	19.0414	-98.2063
country	Prague	50.0755	14.4378
country	Prince Edward Island	46.344935	-63.405688
country	Quangning	21.214760000000002	107.25151399999999
country	Quaregnon	50.437973	3.859235
country	Queretaro	20.5888	-100.3899
country	Queensland	-23.094025	144.192275
country	Quevy	50.368752	3.945724
country	Quito	-0.18126	-78.4599
country	Ramat Gan	32.0684	34.8248
country	Ravels	51.416526	5.022319
country	Red River Delta	21.010949	105.786621
country	Republic of Buryatia	54.8331	112.4061
country	Republic of Crymea	45.3453	34.4997
country	Republic of Kabardino-Balkaria	43.3932	43.5628
country	Republic of Sakha	66.7613	124.1238
country	Republic of Tatarstan	55.1802	50.7264
country	Reykjavik	64.1445	-21.9418
country	Rhode Island	41.5801	-71.4774
country	Riemst	50.805092	5.5897120000000005
country	Rio de Janeiro	-22.89445	-43.2099
country	Rio Grande do Sul	-29.615543	-53.220125
country	Rixensart	50.7156	4.531
country	Riyadh	23.197563	45.243845
country	Rome	41.9028	12.4964
